Material,Aggregate Percent,Refuse Percent,MGP Percent,Paper Percent,Organic Percent,Material Group,DSNY Diversion Summary Category,Location
Bulk/Rigid Plastics: Other Durable: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Bulk/Rigid Plastics: Other Durable: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Bulk/Rigid Plastics: Other Durable: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Staten Island
Bulk/Rigid Plastics: Other Durable: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Bulk/Rigid Plastics: Other Durable: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Bulk/Rigid Plastics: Other Durable: Compostable,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Bulk/Rigid Plastics: Other Durable: Other & Unlabeled,0.003,0.002,0.009,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Staten Island
Rigid Plastics: Other Plastics: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: Compostable,0,0,0,0,0,Plastic,Designated MGP,Staten Island
Rigid Plastics: Other Plastics: Other & Unlabeled,0.01,0.01,0.021,0.002,0,Plastic,Designated MGP,Staten Island
Clear Container Glass,0.015,0.008,0.082,0.004,0,Glass,Designated MGP,Staten Island
Green Container Glass,0.005,0.002,0.032,0.001,0,Glass,Designated MGP,Staten Island
Brown Container Glass,0.003,0.001,0.02,0.001,0,Glass,Designated MGP,Staten Island
Other Color Container Glass,0,0,0.001,0,0,Glass,Designated MGP,Staten Island
Mixed Cullet,0.011,0.001,0.108,0,0,Glass,Designated MGP,Staten Island
Other Glass,0.003,0.003,0.005,0,0,Glass,Other,Staten Island
Aluminum Cans,0.003,0.002,0.012,0,0,Metal,Designated MGP,Staten Island
Aluminum Foil/Containers,0.007,0.007,0.014,0,0.002,Metal,Designated MGP,Staten Island
Other Aluminium,0,0,0.003,0,0,Metal,Designated MGP,Staten Island
Other Non-ferrous,0.002,0.002,0.006,0.001,0.001,Metal,Designated MGP,Staten Island
Steel/Tin Food Cans,0.007,0.003,0.042,0,0,Metal,Designated MGP,Staten Island
Empty Aerosol Cans,0.002,0.001,0.007,0,0,Metal,Designated MGP,Staten Island
Other Ferrous Metal,0.016,0.006,0.113,0.001,0,Metal,Designated MGP,Staten Island
Mixed Metals,0.012,0.009,0.05,0,0.001,Metal,Designated MGP,Staten Island
Appliances: Ferrous,0.004,0,0.038,0,0,Metal,Designated MGP,Staten Island
Appliances: Non-ferrous,0.001,0,0.007,0,0,Metal,Designated MGP,Staten Island
Yard Waste,0.127,0.153,0,0,0.905,Organic,Organics Suitable for Composting,Staten Island
Food,0.169,0.211,0.02,0.009,0.046,Organic,Organics Suitable for Composting,Staten Island
Non-C&D Wood,0.002,0.002,0.001,0.008,0,Organic,Other,Staten Island
Textiles:  Non-clothing,0.017,0.021,0.002,0,0.002,Organic,Textiles,Staten Island
Textiles:  Clothing,0.027,0.034,0.002,0,0.001,Organic,Textiles,Staten Island
Carpet/Upholstery,0.002,0.003,0,0,0.017,Organic,Other,Staten Island
Disposable Diapers & Sanitary Products,0.033,0.042,0.001,0.001,0,Organic,Other,Staten Island
Animal By-Products,0.02,0.025,0.001,0,0,Organic,Other,Staten Island
Shoes/Rubber/Leather,0.007,0.009,0.002,0.001,0,Organic,Textiles,Staten Island
Garden Hoses,0,0,0,0,0,Organic,Textiles,Staten Island
Fines,0.025,0.03,0.016,0.001,0.001,Organic,Other,Staten Island
Miscellaneous Organics,0.009,0.011,0.002,0.001,0,Organic,Other,Staten Island
Audio/Visual Equipment - TV Peripherals (Covered),0.001,0.001,0,0,0,E-Waste,E-Waste,Staten Island
Audio/Visual Equipment - Other (Non-covered),0.001,0,0.007,0,0,E-Waste,E-Waste,Staten Island
Computer Monitors,0,0,0,0,0,E-Waste,E-Waste,Staten Island
Televisions,0,0,0,0,0,E-Waste,E-Waste,Staten Island
Other Computer Equipment,0.002,0.002,0.004,0.001,0.001,E-Waste,E-Waste,Staten Island
Untreated Dimension Lumber/Pallets/Crates,0.009,0.012,0,0,0,C&D,C&D,Staten Island
Treated/Contaminated/Composite Wood,0.014,0.017,0,0.001,0,C&D,C&D,Staten Island
Other C&D Debris Not Elsewhere Classified,0.036,0.045,0.002,0.001,0.001,C&D,C&D,Staten Island
Oil Filters,0,0,0,0,0,Special Waste,HHW,Staten Island
Antifreeze,0,0,0,0,0,Special Waste,HHW,Staten Island
Wet-Cell Batteries,0,0,0,0,0,Special Waste,HHW,Staten Island
Water-Based Adhesives/Glues,0,0,0,0,0,Special Waste,HHW,Staten Island
Latex Paint,0,0,0,0,0,Special Waste,HHW,Staten Island
Oil-Based Paint/Solvent,0,0,0,0,0,Special Waste,HHW,Staten Island
Pesticides/Herbicides/Rodenticides,0.001,0.001,0,0,0,Special Waste,HHW,Staten Island
Dry-Cell Batteries,0.001,0.001,0,0,0,Special Waste,HHW,Staten Island
Fluorescent Tubes/CFLs,0,0,0,0,0,Special Waste,HHW,Staten Island
Mercury-Laden Wastes,0,0,0,0,0,Special Waste,HHW,Staten Island
Compressed Gas Cylinders/Fire Extinguishers,0,0,0,0,0,Special Waste,HHW,Staten Island
Home Medical Products,0.001,0.002,0.001,0,0,Special Waste,HHW,Staten Island
Other HHW,0,0,0.002,0,0,Special Waste,HHW,Staten Island
Miscellaneous Inorganics,0.005,0.005,0.009,0,0,Miscellaneous Inorganics,Other,Staten Island
Newspaper,0.013,0.011,0.003,0.054,0,Paper,Designated Paper,Bronx
Plain OCC/Kraft Paper,0.045,0.011,0.006,0.52,0.002,Paper,Designated Paper,Bronx
Paper Bags: Kraft Grocery,0.001,0.001,0,0.004,0,Paper,Designated Paper,Bronx
Paper Bags: Non-food Retail,0.002,0.001,0,0.006,0,Paper,Designated Paper,Bronx
Paper Bags: Fast Food Bags,0.001,0.002,0,0.001,0,Paper,Designated Paper,Bronx
Paper Bags: Compostable/Soiled,0.002,0.002,0,0.001,0.002,Paper,Organics Suitable for Composting,Bronx
High Grade Paper,0.007,0.004,0,0.053,0,Paper,Designated Paper,Bronx
Mixed Low Grade Paper,0.071,0.061,0.015,0.273,0,Paper,Designated Paper,Bronx
Compostable/Soiled Paper/Waxed OCC/Kraft,0.068,0.079,0.006,0.012,0.022,Paper,Organics Suitable for Composting,Bronx
Compostable/School Plates/Trays,0,0,0,0.001,0,Paper,Organics Suitable for Composting,Bronx
Compostable/School Paper Boats,0,0,0.001,0,0,Paper,Organics Suitable for Composting,Bronx
Other Non-recyclable Paper,0.008,0.008,0.007,0.006,0.002,Paper,Other,Bronx
Beverage Cartons & Aseptic Boxes,0.004,0.003,0.015,0.003,0,Paper,Designated MGP,Bronx
Shredded Paper,0.003,0.002,0.001,0.011,0,Paper,Designated Paper,Bronx
Drinking Cups - Paper and Plastic: Paper - Compostable,0,0,0,0,0,Paper,Organics Suitable for Composting,Bronx
Drinking Cups - Paper and Plastic: Paper - Non-Compostable,0.002,0.002,0.001,0.001,0,Paper,Other,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #1 PET All,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Rigid,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #6 PS Rigid,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Single Use: Other & Unlabeled,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Drinking Cups - Paper and Plastic: Plastic - Durable: Other & Unlabeled,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
K-Cups: Predominanty Plastic: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Plastic: Compostable,0,0,0,0,0,Plastic,Organics Suitable for Composting,Bronx
K-Cups: Predominanty Plastic: Other & Unlabeled,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Metal,0,0,0,0,0,Plastic,Designated MGP,Bronx
K-Cups: Predominanty Organic,0,0,0,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #1 PET - Clear,0.016,0.011,0.07,0.001,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #1 PET - Green,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #1 PET - Other,0.001,0.001,0.005,0,0,Plastic,Designated MGP,Bronx
#2 HDPE Natural Bottles,0.006,0.003,0.043,0,0,Plastic,Designated MGP,Bronx
#2 HDPE Colored Bottles,0.006,0.003,0.038,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #5 PP Rigid,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Plastic Bottles: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: #7 Other,0,0,0.002,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Plastic Bottles: Other & Unlabeled,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #1 PET All,0.004,0.003,0.017,0.001,0,Plastic,Designated MGP,Bronx
Thermoforms: #2 HDPE Natural,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #5 PP Rigid,0.002,0.001,0.007,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Thermoforms: #6 PS Rigid,0.001,0.001,0.004,0,0,Plastic,Designated MGP,Bronx
Thermoforms: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Thermoforms: Other & Unlabeled,0.001,0.001,0.002,0.001,0,Plastic,Designated MGP,Bronx
Other PVC (Non-bottle),0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #1 PET All,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #2 HDPE Natural,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #2 HDPE Pig.,0.001,0,0.004,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #5 PP Rigid,0.004,0.004,0.012,0.001,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Rigid Plastics: Tubs & Lids: #6 PS Rigid,0.001,0.001,0.002,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Tubs & Lids: Other & Unlabeled,0.002,0.001,0.004,0.001,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Rigid Plastics: Rigid Container/Pkg: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Rigid Container/Pkg: Other & Unlabeled,0.001,0.001,0.001,0,0,Plastic,Designated MGP,Bronx
Expanded Polystyrene Containers & Packaging (EPS): Clamshells,0.001,0.002,0,0,0,Plastic,Other,Bronx
Expanded Polystyrene Containers & Packaging (EPS): Single Use Cups,0,0,0,0,0,Plastic,Other,Bronx
Expanded Polystyrene Containers & Packaging (EPS): Singe Use Other,0.002,0.002,0,0,0,Plastic,Other,Bronx
Expanded Polystyrene Containers & Packaging (EPS): Food Packaging,0.003,0.004,0.001,0,0.001,Plastic,Other,Bronx
Expanded Polystyrene Containers & Packaging (EPS): Non-food Packaging,0.001,0.001,0,0.001,0,Plastic,Other,Bronx
Film: Garbage Bags,0.029,0.03,0.029,0.014,0.008,Plastic,Other,Bronx
Film: Pouches,0,0,0,0,0,Plastic,Other,Bronx
Film: Oversize: Other PE Film,0.002,0.002,0,0,0,Plastic,Other,Bronx
Film: Oversize: Non-PE Film,0.004,0.005,0.001,0.001,0,Plastic,Other,Bronx
Other Plastic Bags & Film: Grocery/Merch Bags,0.022,0.025,0.006,0.002,0.003,Plastic,Plastic Bags,Bronx
Other Plastic Bags & Film: Produce Bags,0,0,0,0,0,Plastic,Plastic Bags,Bronx
Other Plastic Bags & Film: Other Sleeves/Clean Bags,0.001,0.001,0,0.002,0,Plastic,Plastic Bags,Bronx
Other Plastic Bags & Film: Compostable Bags,0,0,0,0,0.001,Plastic,Other,Bronx
Other Plastic Bags & Film: Other PE Film,0.008,0.008,0.005,0.002,0.003,Plastic,Other,Bronx
Other Plastic Bags & Film: Non-PE Film,0.011,0.012,0.004,0.001,0.001,Plastic,Other,Bronx
Single Use: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Single Use: #6 PS Rigid,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Single Use: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Single Use: Other & Unlabeled,0.002,0.002,0.002,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Appliances: Plastic: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Appliances: Plastic: Other & Unlabeled,0.002,0.002,0.003,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Crates/Soda Carrier: Other & Unlabeled,0.001,0.001,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #2 HDPE Pig.,0,0,0.002,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: #7 Other,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Toys/Housewares: Other & Unlabeled,0.008,0.006,0.038,0.003,0.002,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #2 HDPE Pig.,0.001,0,0.008,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Bulk/Rigid Plastics: Other Durable: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: #7 Other,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Bulk/Rigid Plastics: Other Durable: Other & Unlabeled,0.005,0.005,0.01,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #1 PET All,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #2 HDPE Natural,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #2 HDPE Pig.,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #3 PVC,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #4 LDPE/LLDPE,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #5 PP Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #5 PP Expanded,0,0,0,0,0,Plastic,Other,Bronx
Rigid Plastics: Other Plastics: #6 PS Rigid,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: #7 Other,0,0,0.001,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: Compostable,0,0,0,0,0,Plastic,Designated MGP,Bronx
Rigid Plastics: Other Plastics: Other & Unlabeled,0.012,0.011,0.032,0.001,0.001,Plastic,Designated MGP,Bronx
Clear Container Glass,0.017,0.01,0.093,0.002,0,Glass,Designated MGP,Bronx
Green Container Glass,0.004,0.002,0.035,0,0.001,Glass,Designated MGP,Bronx
Brown Container Glass,0.004,0.003,0.017,0,0,Glass,Designated MGP,Bronx
Other Color Container Glass,0,0,0.001,0,0,Glass,Designated MGP,Bronx
Mixed Cullet,0.012,0.004,0.107,0,0,Glass,Designated MGP,Bronx
Other Glass,0.003,0.003,0.012,0,0,Glass,Other,Bronx
Aluminum Cans,0.004,0.003,0.008,0,0,Metal,Designated MGP,Bronx
Aluminum Foil/Containers,0.008,0.008,0.016,0,0,Metal,Designated MGP,Bronx
Other Aluminium,0,0,0.001,0,0,Metal,Designated MGP,Bronx
Other Non-ferrous,0.004,0.004,0.014,0,0,Metal,Designated MGP,Bronx
Steel/Tin Food Cans,0.011,0.007,0.059,0.001,0,Metal,Designated MGP,Bronx
Empty Aerosol Cans,0.002,0.001,0.008,0,0,Metal,Designated MGP,Bronx
Other Ferrous Metal,0.008,0.003,0.063,0.001,0,Metal,Designated MGP,Bronx
Mixed Metals,0.007,0.005,0.027,0,0,Metal,Designated MGP,Bronx
Appliances: Ferrous,0.002,0.001,0.014,0,0,Metal,Designated MGP,Bronx
Appliances: Non-ferrous,0,0,0.006,0,0,Metal,Designated MGP,Bronx
Yard Waste,0.035,0.039,0,0,0.74,Organic,Organics Suitable for Composting,Bronx
Food,0.227,0.264,0.033,0.007,0.198,Organic,Organics Suitable for Composting,Bronx
Non-C&D Wood,0.002,0.002,0.004,0.001,0,Organic,Other,Bronx
Textiles:  Non-clothing,0.03,0.035,0.002,0.003,0.002,Organic,Textiles,Bronx
Textiles:  Clothing,0.048,0.057,0.002,0.001,0,Organic,Textiles,Bronx
Carpet/Upholstery,0.016,0.019,0,0,0,Organic,Other,Bronx
Disposable Diapers & Sanitary Products,0.05,0.059,0.001,0,0.004,Organic,Other,Bronx
Animal By-Products,0.013,0.015,0,0,0.001,Organic,Other,Bronx
Shoes/Rubber/Leather,0.009,0.011,0.003,0,0,Organic,Textiles,Bronx
Garden Hoses,0,0,0,0,0,Organic,Textiles,Bronx
Fines,0.023,0.026,0.015,0.001,0.001,Organic,Other,Bronx
Miscellaneous Organics,0.004,0.005,0.001,0,0,Organic,Other,Bronx
Audio/Visual Equipment - TV Peripherals (Covered),0,0,0,0,0,E-Waste,E-Waste,Bronx
